"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Unidade Gestora";"Área de atuação (Função)";"Programa de Governo";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2019";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"550006 - COORDENACAO GERAL DE GESTAO DE PESSOAS/MC";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"0,00";"4.990,00";"4.990,00";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250021 - NUCLEO ESTADUAL DO MS/GO";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"14.972,98";"14.972,98";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250036 - NUCLEO ESTADUAL DO MS/SC";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"20.848,11";"20.848,11";"0,00";
"09/2019";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154019 - CENTRO DE APOIO AO DESENVOLV. TECNOLOGICO-CDT";"01 - Legislativa";"00 - NAO ATRIBUIDO";"1.376,78";"113.400,00";"114.300,56";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160093 - 38  BATALHAO DE INFANTARIA";"12 - Educação";"00 - NAO ATRIBUIDO";"4.828,41";"6.200,00";"6.200,00";"0,00";
"09/2019";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"153056 - UNIVERSIDADE FEDERAL FLUMINENSE";"01 - Legislativa";"00 - NAO ATRIBUIDO";"0,00";"4.247,29";"0,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160111 - COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA";"12 - Educação";"00 - NAO ATRIBUIDO";"30.449,62";"2.101,00";"2.101,00";"0,00";
"09/2019";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170006 - COORDENACAO-GERAL DE GESTãO DE PESSOAS - MF";"12 - Educação";"00 - NAO ATRIBUIDO";"7.432,04";"7.432,04";"0,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160498 - 2º BATALHAO DE INFANTARIA LEVE";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"13.152,91";"3.005,45";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250027 - NUCLEO ESTADUAL DO MS/PB";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"33.993,92";"28.303,82";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250028 - NUCLEO ESTADUAL DO MS/PR";"10 - Saúde";"00 - NAO ATRIBUIDO";"50.000,00";"29.339,27";"29.339,27";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250032 - NUCLEO ESTADUAL DO MS/RN";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"5.374,01";"5.374,01";"0,00";
"09/2019";"55000 - Ministério da Cidadania";"34902 - Fundo Nacional de Cultura";"340034 - SECRET. DE FOMENTO E INCENT. A CULTURA/FNC";"13 - Cultura";"Sem informação";"0,00";"0,00";"0,00";"0,00";
"09/2019";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170597 - DPTO CENTRAL.SERV. DE INATIVOS E PENSIONISTAS";"04 - Administração";"00 - NAO ATRIBUIDO";"0,00";"110.025,56";"109.827,10";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160202 - 3º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO";"12 - Educação";"00 - NAO ATRIBUIDO";"- 646,75";"4.635,28";"4.635,28";"0,00";
"09/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"152147 - IFB - CAMPUS RIACHO FUNDO";"12 - Educação";"00 - NAO ATRIBUIDO";"92.769,54";"174.011,04";"76.963,73";"19.522,24";
"09/2019";"39000 - Ministério da Infraestrutura";"39253 - Empresa de Planejamento e Logística S.A.";"395001 - EMPRESA DE PLANEJAMENTO E LOGISTICA S.A - EPL";"26 - Transporte";"Sem informação";"0,00";"0,00";"0,00";"357,00";
"09/2019";"81000 - Ministério da Mulher, Família e Direitos Humanos";"81000 - Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto";"810012 - SECRETARIA NACIONAL DE POLITICAS P/ MULHERES";"14 - Direitos da cidadania";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"37.386,00";
"09/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"09 - Previdência social";"00 - NAO ATRIBUIDO";"10.777.099,07";"10.777.580,75";"10.778.023,61";"0,00";
"09/2019";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"240053 - CONSULADO-GERAL DO BRASIL EM BOSTON";"02 - Judiciária";"00 - NAO ATRIBUIDO";"155,40";"155,40";"155,40";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"254420 - FUNDAÇÃO OSWALDO CRUZ";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"155.000,00";"0,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160206 - 30 BATALHAO DE INFANTARIA MECANIZADO";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"1.818,56";"0,00";"0,00";
"09/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"09 - Previdência social";"00 - NAO ATRIBUIDO";"78.358.697,00";"78.366.741,56";"75.953.722,27";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250103 - HOSPITAL FEDERAL DE IPANEMA";"10 - Saúde";"00 - NAO ATRIBUIDO";"10.000,00";"4.836,01";"4.836,01";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160348 - 5 BATALHAO DE ENGENHARIA DE CONSTRUCAO";"12 - Educação";"00 - NAO ATRIBUIDO";"- 305,00";"11.439,93";"6.025,00";"0,00";
"09/2019";"37000 - Controladoria-Geral da União";"37000 - Controladoria-Geral da União - Unidades com vínculo direto";"370002 - COORDENçãO-GERAL DE GESTãO DE PESSOAS";"01 - Legislativa";"00 - NAO ATRIBUIDO";"10.427,01";"10.427,00";"10.427,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160130 - 36º BATALHãO DE INFANTARIA MECANIZADO";"12 - Educação";"00 - NAO ATRIBUIDO";"131,47";"0,00";"0,00";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250024 - NUCLEO ESTADUAL DO MS/MS";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"5.725,10";"10.859,25";"0,00";
"09/2019";"32000 - Ministério de Minas e Energia";"32000 - Ministério de Minas e Energia - Unidades com vínculo direto";"320004 - COORDENACAO GERAL DE RECURSOS LOGISTICOS-CGRL";"25 - Energia";"00 - NAO ATRIBUIDO";"79.070,55";"0,00";"0,00";"0,00";
"09/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"04 - Administração";"00 - NAO ATRIBUIDO";"17.011.379,71";"17.056.131,24";"16.424.478,88";"0,00";
"09/2019";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154106 - HOSPITAL UNIVERSITARIO DE BRASILIA - HUB";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"98.561,64";"98.561,64";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160524 - 15 BATALHAO LOGISTICO";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"0,00";
"09/2019";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"364102 - CONSELHO NAC DE DESENV CIENT E TECNOLOGICO";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"9.865.720,68";"9.802.168,96";"0,00";
"09/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170485 - DEPARTAMENTO DE SAÚDE E ASSIST. DE PESSOAL";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"275.853,61";"26.613.894,34";"21.443.588,56";"833.468,86";
"09/2019";"39000 - Ministério da Infraestrutura";"39252 - Departamento Nacional de Infraestrutura de Transportes";"393003 - DEPART.NAC.INFRA ESTRUTURA TRANSPORTES.";"26 - Transporte";"00 - NAO ATRIBUIDO";"324.773,63";"0,00";"32.577,77";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160482 - COMANDO/1A BRIGADA DE INFANTARIA DE SELVA";"12 - Educação";"00 - NAO ATRIBUIDO";"67.692,30";"8.400,00";"0,00";"0,00";
"09/2019";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"550006 - COORDENACAO GERAL DE GESTAO DE PESSOAS/MC";"09 - Previdência social";"00 - NAO ATRIBUIDO";"933.069,31";"2.858.683,61";"2.543.559,44";"0,00";
"09/2019";"32000 - Ministério de Minas e Energia";"32210 - Agência Nacional de Energia Elétrica";"323028 - AGENCIA NACIONAL DE ENERGIA ELETRICA";"09 - Previdência social";"00 - NAO ATRIBUIDO";"106.714,00";"315.254,41";"315.254,41";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250019 - NUCLEO ESTADUAL DO MS/ES";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"12.963,08";"12.963,08";"0,00";
"09/2019";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154040 - FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"01 - Legislativa";"00 - NAO ATRIBUIDO";"14.481,38";"9.351,78";"9.351,78";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160033 - 19º BATALHÃO DE CACADORES";"12 - Educação";"00 - NAO ATRIBUIDO";"5.289,36";"0,00";"0,00";"0,00";
"09/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"152143 - IFB - CAMPUS RECANTO DAS EMAS";"12 - Educação";"00 - NAO ATRIBUIDO";"135.145,42";"112.943,35";"82.027,05";"12.475,00";
"09/2019";"53000 - Ministério do Desenvolvimento Regional";"53000 - Ministério do Desenvolvimento Regional - Unidades com vínculo direto";"175004 - CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS";"15 - Urbanismo";"00 - NAO ATRIBUIDO";"1.012.669,00";"0,00";"0,00";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160433 - 19 BATALHAO DE INFANTARIA MOTORIZADO";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"3.533,72";"495,66";"0,00";
"09/2019";"53000 - Ministério do Desenvolvimento Regional";"44205 - Agência Nacional de Águas";"443001 - AGENCIA NACIONAL DE AGUAS - COGEF/SAF/ANA";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"255.129,89";"247.696,99";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250006 - COORDENACAO-GERAL DE GESTAO DE PESSOAS";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"0,00";"330.075,18";"333.069,18";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"112408 - HOSPITAL DAS FORCAS ARMADAS";"05 - Defesa nacional";"Sem informação";"0,00";"473.000,70";"473.884,55";"0,00";
"09/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170397 - FCDF - SECRETARIA DE SAUDE";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"352.000.000,00";"320.000.000,00";"320.000.000,00";"0,00";
"09/2019";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"153978 - INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"09 - Previdência social";"00 - NAO ATRIBUIDO";"252.859,88";"590.994,90";"587.142,13";"0,00";
"09/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"152141 - IFB - CAMPUS SAMAMBAIA";"12 - Educação";"00 - NAO ATRIBUIDO";"50.020,17";"144.350,00";"115.706,32";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160388 - 3 REGIMENTO DE CAVALARIA DE GUARDA";"12 - Educação";"00 - NAO ATRIBUIDO";"6.919,87";"0,00";"0,00";"0,00";
"09/2019";"35000 - Ministério das Relações Exteriores";"35201 - Fundação Alexandre de Gusmão";"244001 - FUNDACAO ALEXANDRE DE GUSMAO";"07 - Relações exteriores";"00 - NAO ATRIBUIDO";"- 4.019,90";"38.027,57";"38.436,85";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250023 - NUCLEO ESTADUAL DO MS/MT";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"6.109,22";"6.109,22";"0,00";
"09/2019";"32000 - Ministério de Minas e Energia";"32396 - Agência Nacional de Mineração";"323103 - AGÊNCIA NACIONAL DE MINERAÇÃO - ANM - FOPAG";"09 - Previdência social";"00 - NAO ATRIBUIDO";"10.100.000,00";"4.941.376,40";"4.913.571,05";"0,00";
"09/2019";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20402 - Agência Espacial Brasileira";"203001 - AGENCIA ESPACIAL BRASILEIRA/AEB";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"30.554,89";"30.554,89";"0,00";
"09/2019";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"152146 - IFB - CAMPUS ESTRUTURAL";"12 - Educação";"00 - NAO ATRIBUIDO";"76.768,66";"159.844,33";"99.368,79";"38.560,86";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160118 - COMANDO DA 4ª REGIÃO MILITAR";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"1.482,30";"1.482,30";"0,00";
"09/2019";"26000 - Ministério da Educação";"26298 - Fundo Nacional de Desenvolvimento da Educação";"153173 - FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"5.350.424,49";"5.286.536,87";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160343 - 7º BATALHÃO DE ENGENHARIA DE COMBATE";"12 - Educação";"00 - NAO ATRIBUIDO";"0,00";"61.616,68";"44.716,68";"0,00";
"09/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170399 - FCDF - SECRETARIA DE EDUCACAO";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"248.000.000,00";"198.000.000,00";"198.000.000,00";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250025 - NUCLEO ESTADUAL DO MS/MG";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"42.326,42";"42.326,42";"0,00";
"09/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTÃO DE PESSOAL";"09 - Previdência social";"00 - NAO ATRIBUIDO";"21.832.573,93";"21.827.308,72";"21.788.822,34";"352.268,49";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250107 - CEF-PROGRAMAS DO MINISTERIO DA SAUDE";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"0,00";
"09/2019";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"200325 - COORDENAÇÃO DE GESTÃO DE PESSOAS - DEPEN";"06 - Segurança pública";"00 - NAO ATRIBUIDO";"0,00";"1.565.005,27";"1.618.702,39";"0,00";
"09/2019";"20000 - Presidência da República";"60000 - Gabinete da Vice-Presidência da República";"110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA";"04 - Administração";"00 - NAO ATRIBUIDO";"594.307,18";"752.385,19";"763.610,88";"0,00";
"09/2019";"44000 - Ministério do Meio Ambiente";"44000 - Ministério do Meio Ambiente - Unidades com vínculo direto";"440001 - SUBSECRET.DE PLANEJ.,ORC.E ADMINIST.±SPOA/MMA";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"1.150.268,70";"1.150.289,17";"0,00";
"09/2019";"25000 - Ministério da Economia";"25915 - Fundo Constitucional do Distrito Federal";"170495 - FCDF - CBMDF - ASSISTENCIA MEDICA";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"4.465.780,46";"9.330.862,21";"9.223.128,60";"33.299,78";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250035 - NUCLEO ESTADUAL DO MS/RR";"10 - Saúde";"00 - NAO ATRIBUIDO";"6.000,00";"5.789,46";"5.789,46";"0,00";
"09/2019";"55000 - Ministério da Cidadania";"55000 - Ministério da Cidadania - Unidades com vínculo direto";"550006 - COORDENACAO GERAL DE GESTAO DE PESSOAS/MC";"08 - Assistência social";"00 - NAO ATRIBUIDO";"0,00";"79.425,77";"412.562,62";"0,00";
"09/2019";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"200006 - COORDENACAO-GERAL DE GESTÃO DE PESSOAS-CGGP";"14 - Direitos da cidadania";"00 - NAO ATRIBUIDO";"0,00";"806.496,15";"806.496,15";"0,00";
"09/2019";"26000 - Ministério da Educação";"26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"154003 - FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"1.739.644,71";"1.749.082,97";"0,00";
"09/2019";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154040 - FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"28 - Encargos especiais";"00 - NAO ATRIBUIDO";"0,00";"332,66";"332,66";"0,00";
"09/2019";"25000 - Ministério da Economia";"20202 - Fundação Escola Nacional de Administração Pública";"114702 - FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"04 - Administração";"00 - NAO ATRIBUIDO";"296.504,81";"4.040.034,32";"4.070.438,11";"0,00";
"09/2019";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"193099 - IBAMA - COORDENACAO-GERAL DE FINANCAS - CGFIN";"18 - Gestão ambiental";"00 - NAO ATRIBUIDO";"0,00";"0,00";"0,00";"451.059,25";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250026 - NUCLEO ESTADUAL DO MS/PA";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"13.317,29";"13.317,29";"0,00";
"09/2019";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154078 - EDITORA DA UNIVERSIDADE DE BRASILIA (EDU)";"12 - Educação";"00 - NAO ATRIBUIDO";"18.520,00";"12.635,46";"12.552,45";"5.488,35";
"09/2019";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"150002 - SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC";"09 - Previdência social";"00 - NAO ATRIBUIDO";"17.093.733,84";"17.049.704,06";"16.920.012,78";"0,00";
"09/2019";"35000 - Ministério das Relações Exteriores";"35000 - Ministério das Relações Exteriores - Unidades com vínculo direto";"240017 - ESCRITORIO FINANCEIRO EM NOVA IORQUE";"02 - Judiciária";"00 - NAO ATRIBUIDO";"1.665,76";"1.665,76";"1.665,76";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"112408 - HOSPITAL DAS FORCAS ARMADAS";"05 - Defesa nacional";"00 - NAO ATRIBUIDO";"2.291.373,48";"12.459.360,77";"11.933.820,08";"0,00";
"09/2019";"30000 - Ministério da Justiça e Segurança Pública";"30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"200006 - COORDENACAO-GERAL DE GESTÃO DE PESSOAS-CGGP";"09 - Previdência social";"00 - NAO ATRIBUIDO";"- 33.788,64";"9.590.465,17";"9.700.714,10";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"110511 - CENTRO GESTOR OP. SISTEMA PROTECAO AMAZÔNIA";"05 - Defesa nacional";"00 - NAO ATRIBUIDO";"243.320,51";"243.320,51";"257.758,96";"0,00";
"09/2019";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"160177 - 71 BATALHAO DE INFANTARIA MOTORIZADO";"12 - Educação";"00 - NAO ATRIBUIDO";"- 21,02";"0,00";"0,00";"431,36";
"09/2019";"26000 - Ministério da Educação";"26443 - Empresa Brasileira de Serviços Hospitalares";"155009 - EBSERH HUB-UNB";"10 - Saúde";"00 - NAO ATRIBUIDO";"1.847.981,49";"2.483.413,23";"4.630.207,62";"1.677,04";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250006 - COORDENACAO-GERAL DE GESTAO DE PESSOAS";"09 - Previdência social";"00 - NAO ATRIBUIDO";"1.315.921,36";"629.868.557,22";"628.067.616,16";"0,00";
"09/2019";"39000 - Ministério da Infraestrutura";"39000 - Ministério da Infraestrutura - Unidades com vínculo direto";"390007 - COORDENACAO-GERAL DE GESTAO DE PESSOAS";"26 - Transporte";"00 - NAO ATRIBUIDO";"0,00";"17.111.790,66";"18.112.678,58";"0,00";
"09/2019";"26000 - Ministério da Educação";"26298 - Fundo Nacional de Desenvolvimento da Educação";"153173 - FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"12 - Educação";"00 - NAO ATRIBUIDO";"9.781.175,96";"10.985.878,96";"10.920.374,04";"627.465,95";
"09/2019";"39000 - Ministério da Infraestrutura";"39253 - Empresa de Planejamento e Logística S.A.";"395001 - EMPRESA DE PLANEJAMENTO E LOGISTICA S.A - EPL";"26 - Transporte";"00 - NAO ATRIBUIDO";"- 100.000,00";"2.562.013,40";"2.428.884,85";"0,00";
"09/2019";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250059 - INSTITUTO NACIONAL DE CARDIOLOGIA";"10 - Saúde";"00 - NAO ATRIBUIDO";"0,00";"3.882,43";"3.882,43";"0,00";
"09/2019";"55000 - Ministério da Cidadania";"20408 - Fundação Cultural Palmares";"344041 - FCP-FUNDACAO CULTURAL PALMARES";"13 - Cultura";"00 - NAO ATRIBUIDO";"0,00";"527.334,92";"549.321,85";"736.614,79";
"09/2019";"20000 - Presidência da República";"20101 - Presidência da República";"110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"04 - Administração";"00 - NAO ATRIBUIDO";"529.000,00";"950.919,74";"957.213,70";"0,00";
"09/2019";"54000 - Ministério do Turismo";"54000 - Ministério do Turismo - Unidades com vínculo direto";"540004 - COORD. GERAL DE RECURSOS LOGISTICOS - CGRL";"23 - Comércio e serviços";"00 - NAO ATRIBUIDO";"0,00";"2.518.030,50";"2.529.677,16";"0,00";
"09/2019";"39000 - Ministério da Infraestrutura";"39000 - Ministério da Infraestrutura - Unidades com vínculo direto";"390007 - COORDENACAO-GERAL DE GESTAO DE PESSOAS";"09 - Previdência social";"00 - NAO ATRIBUIDO";"0,00";"226.884.231,17";"228.363.204,82";"0,00";
"09/2019";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI";"04 - Administração";"00 - NAO ATRIBUIDO";"2.060.008,00";"710.876,35";"742.671,98";"0,00";
